name,url,distinction,reservation_link,description_en,postal_code,region,locality,lat,lon,price_lvl,genre
目白 旬香亭／Mejiro Shunkotei,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/mejiro-shunkotei,ビブグルマン：価格以上の満足感が得られる料理,https://www.tablecheck.com/shops/shunkoutei-mejiro/reserve?utm_source=michelin_guide,“新しくて懐かしい洋食”がテーマ。デミグラスソースたっぷりのハンバーグ、滑らかなベシャメルソースのグラタンなど、昔ながらの仕込みで懐かしい味わいを生む。減圧調理するサラダは、旨みが凝縮され、フレッシュな食感が独特。変わらぬ手法と先進の調理法を交え、新たな洋食を発信している。,171-0031,東京,東京,35.721514,139.70736,¥¥,洋食
ネリザ／nerisa,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/nerisa,,https://omakaseje.com/r/mt840289?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,仔牛とツナのトンナート、手打ちパスタのタヤリン、アニョロッティ。ピエモンテ州の料理に経験が表れる。教わったレシピに忠実なのは郷土の味を知ってほしいため。国産食材を組み合わせ、イタリアと日本をつなぐ。調理で大切にするのはシンプル。素材重視の品々に、シェフの自然体な人柄が表れる。,142-0062,東京,東京,35.614612,139.699997,¥¥,イタリア料理
タクミ／Takumi,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/takumi,,https://omakaseje.com/r/wi494100?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,一品ごとに料理を解説するカードが届く。美術館の作品概念を伝える手法から想を得た独自のアプローチ。シェフは素材の組み合わせの妙を探る。スパイスやハーブを使い、味と香りを重層的に構成。温度からテクスチャーまで計算された料理は、時にシンプル、時に複雑。五感を満たして記憶に残す。,106-0031,東京,東京,35.660377,139.724214,¥¥¥,フランス料理
ル・コック／Le Coq,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/le-coq,,https://omakaseje.com/r/bl419398?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,食材を主張するシンプルな料理は味の記憶と盛り付けの印象を与えてくれる。例えば、厚切りのスモークサーモン。飾らない仕立てに熟練シェフの技が集約されている。店名を意味する雄鶏はフランスの象徴でもある国鳥。現地のレストランで腕を磨いた比留間光弘。その貴重な経験が料理に表れている。,150-0021,東京,東京,35.650355,139.707281,¥¥¥,フランス料理
アサヒナガストロノーム／ASAHINA Gastronome,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/asahina-gastronome,2つ星：優れた料理,https://www.tablecheck.com/shops/asahina-gastronome/reserve?utm_source=michelin_guide,白と銀のシックな内装。クラシックとモダンが両立した空間は料理に通じる。朝比奈悟シェフのテーマは“伝統の継承と現代の革新”。豚の膀胱で鶏を包んだヴェッシーなど、古典のレシピを現代の解釈で紐解く。美食家が集う場にしたいと名付けたガストロノーム。緻密な料理は絵画のように美しい。,103-0026,東京,東京,35.68274,139.779323,¥¥¥¥,フランス料理
阿佐ヶ谷バードランド／Asagaya BIRD LAND,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/asagaya-bird-land,,https://www.tablecheck.com/asagaya-bird-land/reserve/message?utm_source=michelin_guide,焼き場を囲むカウンターにジャズが流れる。修業先から暖簾分けを受け、阿佐ヶ谷に根差す「バードランド」。師匠の教えに倣い、奥久慈しゃもを焼きワインを合わせる。供すのは鶏料理に野菜を織り交ぜたコース。そう言えば、希少部位のソリレスはこの地で生まれその名が広まった。地鶏の魅力を味わいたい。,166-0004,東京,東京,35.704383,139.6347,¥¥,焼鳥
ゼアー イズ ラーメン／there is ramen,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/there-is-ramen,ビブグルマン：価格以上の満足感が得られる料理,,「一杯のらぁめんが旨いと思える人生を送ろう」のメッセージ。少年時代、祖父から自身に贈られた言葉が胸に残る。山形県最上地方で育ったことから薄口醤油を使う。肉の旨み、煮干しをスープに利かせ、自然な麺を求めた。郷里を懐かしむラーメンがここにある。調理場で見守る祖父の写真が優しく微笑む。,167-0032,東京,東京,35.70737,139.618381,¥,ラーメン
クリスチアノ／Cristiano's,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/cristiano-s,ビブグルマン：価格以上の満足感が得られる料理,,遠いようで身近なポルトガル料理。調理場とホールで「タコ天」の言葉が飛び交う。現地の味を再現した蛸のフリットのことだが、これが天ぷらのルーツである。バカリャウという干し鱈料理は伝統の名物。本場の地酒が郷土料理を引き立てる。異国情緒に浸りながらも、どこか親近感の湧く味に惹かれてしまう。,151-0063,東京,東京,35.668592,139.689062,¥¥,ポルトガル料理
アロマフレスカ／Aroma Fresca,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/aroma-fresca,1つ星：高品質な料理,,国産食材に焦点をあてた日本ならではのイタリアン。原田慎次は感性と経験を掛け合わせ料理を創造する。筍や松茸のパスタ、穴子の香草蒸しなど扱うのは季節食材のみ。伝統技法を用いて、旬の味を自由自在に表現する。店名は、フレッシュな香り。素材を重視するシェフのメッセージが込められている。,104-0061,東京,東京,35.673665,139.767142,¥¥¥,イタリア料理
荒木町 たつや／Arakicho Tatsuya,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/arakicho-tatsuya,,,食べ手と作り手の繋ぎ役でありたいと語る主人。その思いから、食材の生産者にとどまらず、作陶家や酒蔵、ワインの醸造所へも足を運び交流を深める。それらの背景を伝えてくれるため、食事が一段と楽しくなる。炊き合わせの煮汁は、締めの雑炊に。余すところなく使い切る理念が温かみのある味わいに表れる。,160-0007,東京,東京,35.68968,139.722413,¥¥¥,日本料理
カビ／Kabi,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kabi,1つ星：高品質な料理,https://www.tablecheck.com/shops/kabi-tokyo/reserve?utm_source=michelin_guide,デンマークの地で発酵の魅力を学んだ安田翔平シェフ。日本と通じる食文化を自らの料理に重ねた。味噌やピクルスといった発酵食品を軸に、クリエイティブな品々を生む。野菜や果物から抽出したオイルやパウダーを活用し、風味や触感を足してゆく。日本らしさをと、おじや風の米料理でコースを締めくくる。,153-0063,東京,東京,35.631436,139.703861,¥¥¥,イノベーティブ
すし 光琳／SUSHI KOURIN,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushi-kourin,ビブグルマン：価格以上の満足感が得られる料理,https://www.tablecheck.com/shops/sushi-kourin/reserve?utm_source=michelin_guide,気軽に通えるすし屋を掲げ、握り一貫から注文を受ける。日本酒を楽しめるようにと、つまみも仕込む。黒板を埋めたすし種とつまみの充実さがもてなしの表れ。好みの品を選べる楽しさ、職人との距離が近いのも町ずしの良さ。手軽であっても魚に手間はかける。15時から暖簾を掲げ、明るい内から酒が飲める。,150-0047,東京,東京,35.66305,139.694706,¥¥,寿司
バードランド／BIRD LAND,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/bird-land,,,個性豊かな焼鳥で客を魅了する「バードランド」。和田利弘は柔軟な思考力と経験によるものさしで焼鳥の可能性を広げる。串焼きに、レバーパテ、山椒焼、親子丼といった鶏料理を加えたコースを考案。客の声に耳を傾け、ソリレスなど希少部位の価値も見出した。技術の継承にも力を入れ、弟子と焼場に立つ。,104-0061,東京,東京,35.672747,139.763894,¥¥,焼鳥
天ぷら 元吉／Tempura Motoyoshi,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tempura-motoyoshi,2つ星：優れた料理,https://omakase.in/ja/r/xm882789?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,衣と油で天種の水分を抜くのが天ぷら。元吉和仁は、液体窒素を使い新時代の天ぷらに挑む。言わば科学的に解明した“分子天ぷら”。細かい粒子の衣、揚げる温度の強弱、味わいの濃淡、食材の冷温を考え持ち味を存分に生かしている。進化した天ぷらは好奇心と共に現在進行形、おいしさを求め変わり続ける。,150-0021,東京,東京,35.649532,139.707611,¥¥¥¥,天ぷら
アッパー／THE UPPER,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/the-upper,,https://www.tablecheck.com/shops/upper/reserve?utm_source=michelin_guide,ビルに囲まれたアッパーフロアのダイニング、開放感あるルーフトップのテラスはダイナミック。客のさんざめきと自然体のサービスが、日々躍動する大都市東京を描写し連想させる。エスカルゴ、クネル、カスレなどの地方料理とワイン。フランスの日常をコンテンポラリーな空間で体験してみては。,100-0005,東京,東京,35.684379,139.764073,¥¥,フランス料理
SOBAHOUSE 金色不如帰／SOBAHOUSE KONJIKI HOTOTOGISU,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sobahouse-konjikihototogisu,ビブグルマン：価格以上の満足感が得られる料理,,暖簾にしたためた「鳴かぬなら鳴かせてみせふ」。豊臣秀吉の性格を詠んだ句を自らの挑戦に例えた。試行錯誤しながら旨み成分を研究したのが蛤のスープ。麺、具材との相性が計算された一杯は、60種以上もの食材が奏でる。金色に輝く不如帰は、ラーメンのおいしさを広めるべく自由に世界へ羽ばたく。,160-0022,東京,東京,35.68878,139.7083,¥,ラーメン
宮坂／Miyasaka,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/miyasaka,1つ星：高品質な料理,https://omakase.in/ja/r/cs108866?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,南青山のひっそりとした立地に暖簾を掲げる「宮坂」。数寄屋の意匠が施された店内は凛とした空気に包まれている。宮坂展央は京都で茶の湯の心に感銘を受けた。煮物椀、向付、八寸と、茶事の真意を献立に表す。米からご飯に変わる瞬間の煮えばな、亭主が点てる薄茶にもてなしの精神が宿る。,107-0062,東京,東京,35.662464,139.714216,¥¥¥¥,日本料理
虎白／Kohaku,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kohaku,3つ星：特別な料理,https://omakase.in/r/cg200943?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,型にとらわれない創意あふれる日本料理。造りは醤油でなく鰹だしと橙の煮こごりを合わす。キャビアやトリュフなどの西洋食材も使い印象を深める。毎年同じ料理を作らないのは過去を振り返らないため。小泉瑚佑慈は常に新しさを追い求め進化に挑む。味を重ねながら洗練させた品々に現代の感性が宿る。,162-0825,東京,東京,35.700825,139.740832,¥¥¥¥,日本料理
ラ・ブリアンツァ／La Brianza,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-brianza,,,イタリアのレシピと和の食材を組み合わせた料理。魚のカルパッチョは昆布で風味を付ける。フォカッチャには柚子胡椒のソース。リゾットは日本の米を使う。四季を大切に、旬の味覚を取り入れるのは双方の食文化に通じる。コースを主流としつつ、夜はアラカルトも用意し選ぶ楽しさを伝えている。,106-0032,東京,東京,35.6588,139.729913,¥¥,イタリア料理
