awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,opening_time,geo_coordinates,telephone,address,num_review
,手打ち正麺 Hachimitsu,大崎広小路駅 188m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,日曜日,https://tabelog.com/tokyo/A1316/A131603/13284889/,予約不可,,,"35.624011438738016,139.72135698383804",03-5487-5078,東京都品川区西五反田1-33-10 サインタワー B1F,533
,勢得,千歳船橋駅 996m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.71,月曜日,https://tabelog.com/tokyo/A1318/A131813/13006053/,予約不可,,,"35.63958363869878,139.6292549840599",非公開,東京都世田谷区桜丘3-24-4 ,523
,トーキョーニューミクスチャーヌードル 八咫烏 CHIKARABO,水道橋駅 352m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,日曜日、祝日,https://tabelog.com/tokyo/A1310/A131003/13276447/,予約不可,,,"35.701442038698616,139.7520921845986",不明の為情報お待ちしております,東京都千代田区神田三崎町3-7-13 三大ビル B1F,469
,我的中華そば 机上の空論。,王子神谷駅 487m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.71,月曜日,https://tabelog.com/tokyo/A1323/A132304/13215493/,予約不可,,,"35.76711707058407,139.73108217636693",03-6903-3688,東京都北区東十条3-11-5 1F,416
,中華そば 竹千代,尾久駅 142m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.71,月曜日,https://tabelog.com/tokyo/A1323/A132303/13233740/,予約不可,,,"35.74688603867081,139.75540828505532",不明の為情報お待ちしております,東京都北区昭和町1-3-6 ,352
,ramen club トトノエ,金町駅 162m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,-,https://tabelog.com/tokyo/A1324/A132403/13283386/,予約不可,,,"35.769956538692306,139.86890988520878",不明の為情報お待ちしております,東京都葛飾区東金町1-20-14 吉六ビル 1F,351
,しののめヌードル,亀戸駅 666m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,木曜日、金曜日,https://tabelog.com/tokyo/A1312/A131202/13271596/,予約不可,,,"35.7017594387206,139.82175078455302",不明の為情報お待ちしております,東京都江東区亀戸3-45-18 亀戸三丁目ビル 1F,327
,yagu-noodle,住吉駅 979m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,月曜日,https://tabelog.com/tokyo/A1312/A131201/13258143/,予約可,,,"35.68016953873244,139.81587078433907",03-6666-7560,東京都江東区千田5-10 青木ビル 1F,313
,La Maison du Ramen ビスク,東十条駅 513m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.71,月曜日、火曜日,https://tabelog.com/tokyo/A1323/A132304/13275954/,予約不可,,,"35.76805713864913,139.72954838528733",不明の為情報お待ちしております,東京都北区東十条4-10-6 グリーンコーポ 101,293
,アサガキタ,阿佐ケ谷駅 123m , ラーメン・つけ麺(ラーメン),,-,-,3.71,水曜日,https://tabelog.com/tokyo/A1319/A131905/13286786/,予約不可,,,"35.70509063865881,139.634382684718",不明の為情報お待ちしております,東京都杉並区阿佐谷北2-11-1 ,268
,支那麺 はしご 本店,銀座駅 247m , ラーメン・つけ麺(担々麺)、ラーメン・つけ麺(ラーメン),,"￥2,000～￥2,999","￥2,000～￥2,999",3.7,-,https://tabelog.com/tokyo/A1301/A130101/13092185/,予約不可,,,"35.67161233872053,139.76144658429075",03-3571-1750,東京都中央区銀座6-3-5 第二ソワレ･ド･ビル 1F,3169
,煮干中華そば 鈴蘭,新宿三丁目駅 227m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),煮干の旨さ教えます！,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1304/A130401/13141542/,予約不可,,,"35.69168623869036,139.70671398453192",03-3358-2958,東京都新宿区新宿3-11-12 永谷テイクエイト 1F,2195
,らぁ麺 鳳仙花,新宿西口駅 169m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),“金目鯛”の旨味が押し寄せるスープは圧巻！ラーメンの後にはサラリと入る“金目鯛茶漬け”で〆,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1304/A130401/13224521/,予約不可,,,"35.6944275386867,139.7006902845638",03-6273-9558,東京都新宿区歌舞伎町1-24-6 ,2156
,馳走麺 狸穴,池袋駅 550m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1305/A130501/13101471/,予約不可,,,"35.73258453866736,139.71605028493846",03-3982-4055,東京都豊島区東池袋1-32-2 小川ビル　1F,1860
,メンショー サン フランシスコ,新宿駅 105m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),新宿駅直結◆海外で行列を作る人気の味を逆輸入！日本を代表する食材使用の洗練された一杯を堪能,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1304/A130401/13223993/,予約不可,,,"35.68946333868952,139.69965218451438",不明の為情報お待ちしております,東京都新宿区西新宿1-1-3 新宿ミロード 7F,1635
食べログ 中国料理 TOKYO 百名店 2024 選出店,MASA’S KITCHEN 恵比寿,恵比寿駅 413m , 中華料理、ラーメン・つけ麺(担々麺)、四川料理,旬の素材の持ち味を最大限に引き出した枠にとらわれない中国料理,"￥10,000～￥14,999","￥10,000～￥14,999",3.7,月曜日,https://tabelog.com/tokyo/A1303/A130302/13054526/,予約可,※ご予約は、コースのご利用とさせていただきます。,,"35.64663843872148,139.71462368407134",03-3473-0729,東京都渋谷区恵比寿1-21-13 BPRレジデンス恵比寿 B1F,1476
,家系ラーメン まこと家,青物横丁駅 36m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,水曜日,https://tabelog.com/tokyo/A1315/A131501/13018507/,予約不可,,,"35.60894393875439,139.74277438367085",03-5460-5211,東京都品川区南品川3-1-10 MGグレート 1F,1333
,きたかた食堂,新橋駅 398m , ラーメン・つけ麺(ラーメン)、海鮮、海鮮丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1301/A130103/13194993/,予約不可,,,"35.66361353872372,139.75549308421415",03-6452-8685,東京都港区新橋5-9-8 永島ビル 1F,1320
,田中そば店 秋葉原店,末広町駅 117m , ラーメン・つけ麺(ラーメン),,-,-,3.7,-,https://tabelog.com/tokyo/A1311/A131101/13137336/,予約不可,,,"35.70230403870398,139.77064688459433",03-3256-3556,東京都千代田区外神田3-8-3 第1針谷ビル 1F,1295
,担々麺 ほおずき,中野駅 305m , ラーメン・つけ麺(担々麺)、ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1319/A131902/13097692/,予約不可,,,"35.708536738666645,139.66585198473075",03-3388-4265,東京都中野区中野5-52-1 ,1282
,味噌らーめん 柿田川 ひばり 恵比寿本店,恵比寿駅 221m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1303/A130302/13254802/,予約不可,,,"35.64653933871934,139.70766148407523",03-6427-0035,東京都渋谷区恵比寿西1-10-8 杉山ビル 1F,1153
,中華そば 流川,新宿西口駅 138m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1304/A130401/13236258/,予約不可,,,"35.694663938685814,139.69837098456782",03-5389-4033,東京都新宿区西新宿7-9-15 新宿ダイカンプラザビジネス清田ビル 1F,1120
,スパイス・ラー麺 卍力 秋葉原店,秋葉原駅 387m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1310/A131001/13237879/,予約不可,,,"35.701226538706344,139.77592298457978",03-5817-4107,東京都台東区台東1-10-5 1F,974
,中華そば 千乃鶏,池尻大橋駅 463m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1317/A131705/13270103/,予約不可,,,"35.648226238709626,139.68055038411123",03-6805-3536,東京都世田谷区池尻2-36-11 ,817
,らーめん 穀雨,渋谷駅 406m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.7,日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13149719/,予約不可,,,"35.655065238711266,139.69934238416715",03-3770-7709,東京都渋谷区桜丘町29-5 石島ビル 1F,778
,ラーメン 環2家 蒲田店,蒲田駅 134m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1315/A131503/13257702/,予約不可,,,"35.56371783877464,139.71616928323266",03-6424-7703,東京都大田区西蒲田7-1-10 ,722
,MENYA NAKAGAWA,池袋駅 482m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1305/A130501/13277606/,予約不可,,,"35.7335673386642,139.70811118495396",不明の為情報お待ちしております,東京都豊島区池袋2-38-7 ,697
,ラーメン二郎 環七一之江店,一之江駅 209m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.7,水曜日,https://tabelog.com/tokyo/A1312/A131205/13010385/,予約不可,,,"35.68408773875099,139.88195098433232",非公開,東京都江戸川区一之江8-3-4 ,659
,つけそば 周,板橋区役所前駅 132m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.7,日曜日,https://tabelog.com/tokyo/A1322/A132205/13126465/,予約不可,,,"35.75000863865438,139.71003688511868",03-6780-6002,東京都板橋区板橋2-63-4 グローリア初穂板橋 1F,656
,Homemade Ramen 青麦,大森海岸駅 429m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1315/A131502/13252059/,予約不可,,,"35.58475293876639,139.73217078343393",不明の為情報お待ちしております,東京都大田区大森北2-4-8 宏和ハイツ 1F,654
,釜玉中華そば ナポレオン軒,都立大学駅 91m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1317/A131702/13269245/,予約不可,,,"35.6172467387278,139.67583018380165",03-5726-9115,東京都目黒区中根1-5-1 ,636
,麺匠 いしかわや,国領駅 117m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1326/A132601/13224781/,予約不可,キャッシュレスオンリー。現金払いはできません。,,"35.64947273268862,139.55748256591207",不明の為情報お待ちしております,東京都調布市国領町4-8-1 ,635
,珍々亭,武蔵境駅 859m , ラーメン・つけ麺(油そば・まぜそば)、ラーメン・つけ麺(ラーメン)、中華料理,,-,-,3.7,日曜日、祝日,https://tabelog.com/tokyo/A1320/A132003/13005922/,予約不可,,,"35.703308938628176,139.5346558847699",0422-51-2041,東京都武蔵野市境5-17-21 ,620
,自家製麺 No11,大山駅 619m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1322/A132201/13236620/,予約不可,,,"35.744950538656944,139.707987485069",03-3959-3811,東京都板橋区大山金井町14-12 ,603
,麺 高はし,赤羽岩淵駅 297m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.7,日曜日,https://tabelog.com/tokyo/A1323/A132305/13003780/,予約不可,,,"35.78091533863818,139.72079948542333",03-3903-1575,東京都北区赤羽1-38-10 内山ビル 1F,595
,二階堂,九段下駅 269m , ラーメン・つけ麺(ラーメン),【九段下駅から徒歩3分☆】厳選した国産食材と天然出汁、化学調味料不使用のラーメン。,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1309/A130906/13271673/,予約不可,,,"35.697884438700605,139.7512274845633",不明の為情報お待ちしております,東京都千代田区九段北1-9-14 ,594
,麺宿 志いな,新宿御苑前駅 329m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1304/A130402/13224138/,予約不可,,,"35.68869733869469,139.71435138449633",03-6875-5594,東京都新宿区四谷4-30-15 市川ビル 1F,559
,ラーメン二郎 小岩店,小岩駅 249m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1312/A131204/13021952/,予約不可,,,"35.73495853871807,139.8800085848475",非公開,東京都江戸川区西小岩3-31-13 ,554
,美志満,桜台駅 187m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.7,火曜日,https://tabelog.com/tokyo/A1321/A132101/13140848/,予約不可,,,"35.73853868373528,139.66433847966934",非公開,東京都練馬区桜台1-2-9 モトビル桜台 1F,520
,五丁目ハウス,中野駅 287m , ラーメン・つけ麺(ラーメン),,-,-,3.7,-,https://tabelog.com/tokyo/A1319/A131902/13219393/,予約不可,,,"35.708313438666934,139.6663039847282",03-5318-9278,東京都中野区中野5-56-15 ,506
,カッパ64,牛浜駅 765m , ラーメン・つけ麺(ラーメン),,-,-,3.7,-,https://tabelog.com/tokyo/A1330/A133002/13138967/,予約不可,,,"35.732870138542815,139.32554228521508",042-553-8449,東京都福生市北田園1-6-9 ,471
,らーめん いつ樹 本店,青梅市 , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.7,-,https://tabelog.com/tokyo/A1330/A133002/13211832/,予約不可,,,"35.78117123851164,139.32396548570406",0428-34-9424,東京都青梅市新町9-2211 ,460
,麺や べらぼう,飯田橋駅 271m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1309/A130905/13264370/,予約不可,,,"35.699058638697416,139.74356728458054",03-4400-5790,東京都千代田区富士見2-10-2 飯田橋サクラテラス 3F,390
,麺処 ほん田 東十条店,東十条駅 374m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.7,水曜日,https://tabelog.com/tokyo/A1323/A132304/13246568/,予約不可,,,"35.76271843865285,139.73061758523264",03-3912-3965,東京都北区東十条1-22-6 ,389
,元祖一条流 がんこラーメン 立川たま館分店,立川駅 241m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,-,https://tabelog.com/tokyo/A1329/A132901/13263959/,予約不可,,,"35.69710743859441,139.41624898479026",042-512-8834,東京都立川市錦町1-2-16 立川アーバンホテル 立川らーめんたま館,382
,和渦製麺,京急蒲田駅 368m , ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.7,火曜日,https://tabelog.com/tokyo/A1315/A131503/13286469/,予約不可,,,"35.55762223878127,139.72482138316502",不明の為情報お待ちしております,東京都大田区南蒲田1-22-12 ,289
,だしと麺 遊泳,東高円寺駅 46m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.7,月曜日、火曜日、金曜日,https://tabelog.com/tokyo/A1319/A131904/13287534/,予約不可,,,"35.69814012748981,139.6586408128834",不明の為情報お待ちしております,東京都杉並区高円寺南1-6-5 高円寺サマリヤマンション 1F,274
食べログ 中国料理 TOKYO 百名店 2024 選出店,老四川 飄香小院,六本木駅 274m , 四川料理、ラーメン・つけ麺(担々麺)、中華料理,六本木ヒルズ5階◆伝統的な本格四川料理を、非日常的な空間でカジュアルにお愉しみください。,"￥5,000～￥5,999","￥5,000～￥5,999",3.7,,https://tabelog.com/tokyo/A1307/A130701/13226183/,予約可,小さなお子様連れでのご来店の際、事前に電話で確認いただけると幸いです。 ビジネス接待でのご利用のお客様もいらっしゃいますので、席のご指定ができない場合もございます。ご了承くださいませ。,,"35.66079993871717,139.72929928420407",03-6804-2848,東京都港区六本木6-10-1 六本木ヒルズ森タワーウェストウォーク 5F,259
,中華蕎麦 一心,高円寺駅 439m , ラーメン・つけ麺(ラーメン),,-,-,3.7,月曜日,https://tabelog.com/tokyo/A1319/A131904/13287805/,予約不可,,,"35.708948538661886,139.65169548474483",不明の為情報お待ちしております,東京都杉並区高円寺北2-40-16 ,247
